EMBLEM,NAME,QUALITY,TYPE,SLOT,POTENTIAL,HEALTH,ATTACK,DEFENCE,MAGIC,LINK1,LINK2,LINK3,ICONID,GRAPHICID,PASSIVE
ICE,Hex-taker,ARTIFACT2,NONE,OFF_HAND,396,8519,17107,6604,6993,null,null,null,292931,292959,Support for Destroyers
ICE,Hex-taker,ARTIFACT3,NONE,OFF_HAND,475,10223,20529,7925,8391,null,null,null,292931,292959,Support for Destroyers
ICE,Hex-taker,ARTIFACT4,NONE,OFF_HAND,570,12267,24634,9510,10069,null,null,null,292931,292959,Support for Destroyers
ICE,Hex-taker,ARTIFACT5,NONE,OFF_HAND,684,14721,29561,11411,12083,null,null,null,292931,292959,Support for Destroyers
ICE,Cane of Rime,LEGENDARY,NONE,OFF_HAND,272,5418,6587,9386,5673,null,null,null,286197,286289,Your Heal My Gain
ICE,Cane of Rime,ARTIFACT1,NONE,OFF_HAND,326,6502,7904,11263,6808,null,null,null,286197,286289,Your Heal My Gain
ICE,Cane of Rime,ARTIFACT2,NONE,OFF_HAND,392,7802,9485,13516,8169,null,null,null,286197,286289,Your Heal My Gain
ICE,Cane of Rime,ARTIFACT3,NONE,OFF_HAND,470,9362,11382,16219,9803,null,null,null,286197,286289,Your Heal My Gain
ICE,Cane of Rime,ARTIFACT4,NONE,OFF_HAND,564,11235,13659,19463,11764,null,null,null,286197,286289,Your Heal My Gain
ICE,Cane of Rime,ARTIFACT5,NONE,OFF_HAND,676,13482,16391,23355,14116,null,null,null,286197,286289,Your Heal My Gain
ICE,Holly Mallet,LEGENDARY,NONE,MAIN_HAND,275,5324,5643,6879,9415,null,null,null,292913,292957,Glacial Gust
ICE,Holly Mallet,ARTIFACT1,NONE,MAIN_HAND,330,6389,6772,8255,11298,null,null,null,292913,292957,Glacial Gust
ICE,Holly Mallet,ARTIFACT2,NONE,MAIN_HAND,396,7667,8126,9906,13558,null,null,null,292913,292957,Glacial Gust
ICE,Holly Mallet,ARTIFACT3,NONE,MAIN_HAND,474,9200,9751,11887,16269,null,null,null,292913,292957,Glacial Gust
ICE,Holly Mallet,ARTIFACT4,NONE,MAIN_HAND,570,11040,11701,14264,19523,null,null,null,292913,292957,Glacial Gust
ICE,Holly Mallet,ARTIFACT5,NONE,MAIN_HAND,684,13248,14042,17117,23428,null,null,null,292913,292957,Glacial Gust
ICE,Cane of Rime,ARTIFACT1,NONE,OFF_HAND,326,6502,7904,11263,6808,null,null,null,286197,286289,Your Heal My Gain
ICE,Cane of Rime,ARTIFACT2,NONE,OFF_HAND,392,7802,9485,13516,8169,null,null,null,286197,286289,Your Heal My Gain
ICE,Cane of Rime,ARTIFACT3,NONE,OFF_HAND,470,9362,11382,16219,9803,null,null,null,286197,286289,Your Heal My Gain
ICE,Cane of Rime,ARTIFACT4,NONE,OFF_HAND,564,11235,13659,19463,11764,null,null,null,286197,286289,Your Heal My Gain
ICE,Cane of Rime,ARTIFACT5,NONE,OFF_HAND,676,13482,16391,23355,14116,null,null,null,286197,286289,Your Heal My Gain
ICE,Holly Mallet,ARTIFACT1,NONE,MAIN_HAND,330,6389,6772,8255,11298,null,null,null,292913,292957,Glacial Gust
ICE,Holly Mallet,ARTIFACT2,NONE,MAIN_HAND,396,7667,8126,9906,13558,null,null,null,292913,292957,Glacial Gust
ICE,Holly Mallet,ARTIFACT3,NONE,MAIN_HAND,474,9200,9751,11887,16269,null,null,null,292913,292957,Glacial Gust
ICE,Holly Mallet,ARTIFACT4,NONE,MAIN_HAND,570,11040,11701,14264,19523,null,null,null,292913,292957,Glacial Gust
ICE,Holly Mallet,ARTIFACT5,NONE,MAIN_HAND,684,13248,14042,17117,23428,null,null,null,292913,292957,Glacial Gust
ICE,The Icebreaker,LEGENDARY,NONE,MAIN_HAND,273,6409,9504,5484,5649,null,null,null,286179,286287,Magical Bandage
ICE,The Icebreaker,ARTIFACT1,NONE,MAIN_HAND,327,7691,11405,6581,6779,null,null,null,286179,286287,Magical Bandage
ICE,The Icebreaker,ARTIFACT2,NONE,MAIN_HAND,393,9229,13686,7897,8135,null,null,null,286179,286287,Magical Bandage
ICE,The Icebreaker,ARTIFACT3,NONE,MAIN_HAND,471,11075,16423,9476,9761,null,null,null,286179,286287,Magical Bandage
ICE,The Icebreaker,ARTIFACT4,NONE,MAIN_HAND,566,13290,19707,11372,11714,null,null,null,286179,286287,Magical Bandage
ICE,The Icebreaker,ARTIFACT5,NONE,MAIN_HAND,680,15948,23649,13646,14057,null,null,null,286179,286287,Magical Bandage
THUNDER,Mask of the Striker,LEGENDARY,DEFENSE,HELM,276,5221,6700,9751,5800,29409,29395,28755,293467,293591,null
THUNDER,Mask of the Striker,ARTIFACT1,DEFENSE,HELM,332,6265,8040,11701,6960,29409,29395,28755,293467,293591,null
THUNDER,Mask of the Striker,ARTIFACT2,DEFENSE,HELM,397,7518,9648,14041,8352,29409,29395,28755,293467,293591,null
THUNDER,Mask of the Striker,ARTIFACT3,DEFENSE,HELM,477,9022,11578,16850,10022,29409,29395,28755,293467,293591,null
THUNDER,Mask of the Striker,ARTIFACT4,DEFENSE,HELM,572,10826,13893,20220,12027,29409,29395,28755,293467,293591,null
THUNDER,Mask of the Striker,ARTIFACT5,DEFENSE,HELM,687,12992,16672,24264,14432,29409,29395,28755,293467,293591,null
THUNDER,Lightning Striker Armor,LEGENDARY,MAGIC,CHEST,275,5226,5643,6680,9712,29381,29365,28815,293431,293587,null
THUNDER,Lightning Striker Armor,ARTIFACT1,MAGIC,CHEST,330,6271,6772,8016,11654,29381,29365,28815,293431,293587,null
THUNDER,Lightning Striker Armor,ARTIFACT2,MAGIC,CHEST,395,7525,8126,9619,13985,29381,29365,28815,293431,293587,null
THUNDER,Lightning Striker Armor,ARTIFACT3,MAGIC,CHEST,475,9031,9751,11543,16782,29381,29365,28815,293431,293587,null
THUNDER,Lightning Striker Armor,ARTIFACT4,MAGIC,CHEST,570,10837,11701,13852,20139,29381,29365,28815,293431,293587,null
THUNDER,Lightning Striker Armor,ARTIFACT5,MAGIC,CHEST,685,13004,14042,16622,24167,29381,29365,28815,293431,293587,null
THUNDER,Charged Gloves,LEGENDARY,ATTACK,GLOVES,276,6773,9771,5308,5516,29395,29317,28739,293449,293589,null
THUNDER,Charged Gloves,ARTIFACT1,ATTACK,GLOVES,332,8128,11725,6370,6619,29395,29317,28739,293449,293589,null
THUNDER,Charged Gloves,ARTIFACT2,ATTACK,GLOVES,398,9753,14070,7644,7943,29395,29317,28739,293449,293589,null
THUNDER,Charged Gloves,ARTIFACT3,ATTACK,GLOVES,477,11704,16884,9172,9532,29395,29317,28739,293449,293589,null
THUNDER,Charged Gloves,ARTIFACT4,ATTACK,GLOVES,572,14044,20261,11007,11438,29395,29317,28739,293449,293589,null
THUNDER,Charged Gloves,ARTIFACT5,ATTACK,GLOVES,686,16853,24313,13208,13726,29395,29317,28739,293449,293589,null
THUNDER,Graves of Lightning,LEGENDARY,ATTACK,BOOTS,277,6600,9900,5390,5672,29409,29333,28801,293521,293599,null
THUNDER,Graves of Lightning,ARTIFACT1,ATTACK,BOOTS,332,7920,11880,6468,6806,29409,29333,28801,293521,293599,null
THUNDER,Graves of Lightning,ARTIFACT2,ATTACK,BOOTS,399,9504,14256,7762,8168,29409,29333,28801,293521,293599,null
THUNDER,Graves of Lightning,ARTIFACT3,ATTACK,BOOTS,478,11405,17107,9314,9801,29409,29333,28801,293521,293599,null
THUNDER,Graves of Lightning,ARTIFACT4,ATTACK,BOOTS,574,13686,20529,11177,11761,29409,29333,28801,293521,293599,null
THUNDER,Graves of Lightning,ARTIFACT5,ATTACK,BOOTS,689,16423,24634,13412,14114,29409,29333,28801,293521,293599,null
THUNDER,Charged Kunai,LEGENDARY,MAGIC,TALISMAN,277,5319,5583,6718,10029,29333,29349,28771,293411,293603,null
THUNDER,Charged Kunai,ARTIFACT1,MAGIC,TALISMAN,333,6383,6700,8062,12035,29333,29349,28771,293411,293603,null
THUNDER,Charged Kunai,ARTIFACT2,MAGIC,TALISMAN,400,7659,8040,9674,14442,29333,29349,28771,293411,293603,null
THUNDER,Charged Kunai,ARTIFACT3,MAGIC,TALISMAN,479,9191,9647,11609,17330,29333,29349,28771,293411,293603,null
THUNDER,Charged Kunai,ARTIFACT4,MAGIC,TALISMAN,574,11029,11577,13930,20796,29333,29349,28771,293411,293603,null
THUNDER,Charged Kunai,ARTIFACT5,MAGIC,TALISMAN,688,13235,13892,16717,24955,29333,29349,28771,293411,293603,null
THUNDER,Band of Lightning,LEGENDARY,ATTACK,RING,276,6746,9801,5274,5499,29349,29365,28787,293401,293597,null
THUNDER,Band of Lightning,ARTIFACT1,ATTACK,RING,332,8095,11761,6329,6599,29349,29365,28787,293401,293597,null
THUNDER,Band of Lightning,ARTIFACT2,ATTACK,RING,398,9714,14113,7595,7919,29349,29365,28787,293401,293597,null
THUNDER,Band of Lightning,ARTIFACT3,ATTACK,RING,478,11657,16936,9113,9502,29349,29365,28787,293401,293597,null
THUNDER,Band of Lightning,ARTIFACT4,ATTACK,RING,572,13989,20323,10936,11403,29349,29365,28787,293401,293597,null
THUNDER,Band of Lightning,ARTIFACT5,ATTACK,RING,686,16786,24388,13123,13683,29349,29365,28787,293401,293597,null
THUNDER,Lightning Shuriken,LEGENDARY,DEFENSE,NECKLACE,275,5440,6774,9633,5484,29317,29381,28801,293381,293585,null
THUNDER,Lightning Shuriken,ARTIFACT1,DEFENSE,NECKLACE,330,6528,8129,11560,6581,29317,29381,28801,293381,293585,null
THUNDER,Lightning Shuriken,ARTIFACT2,DEFENSE,NECKLACE,395,7834,9755,13872,7897,29317,29381,28801,293381,293585,null
THUNDER,Lightning Shuriken,ARTIFACT3,DEFENSE,NECKLACE,475,9400,11705,16646,9476,29317,29381,28801,293381,293585,null
THUNDER,Lightning Shuriken,ARTIFACT4,DEFENSE,NECKLACE,570,11280,14047,19975,11372,29317,29381,28801,293381,293585,null
THUNDER,Lightning Shuriken,ARTIFACT5,DEFENSE,NECKLACE,685,13536,16856,23970,13646,29317,29381,28801,293381,293585,null
THUNDER,Periapt of Lightning,LEGENDARY,ATTACK,NECKLACE,177,4817,5255,3503,3941,4369,4037,4025,294999,295323,null
THUNDER,Periapt of Lightning,ARTIFACT1,ATTACK,NECKLACE,213,5780,6306,4204,4729,4369,4037,4025,294999,295323,null
THUNDER,Periapt of Lightning,ARTIFACT2,ATTACK,NECKLACE,255,6936,7567,5044,5675,4369,4037,4025,294999,295323,null
THUNDER,Periapt of Lightning,ARTIFACT3,ATTACK,NECKLACE,306,8324,9081,6053,6810,4369,4037,4025,294999,295323,null
THUNDER,Periapt of Lightning,ARTIFACT4,ATTACK,NECKLACE,368,9989,10897,7264,8172,4369,4037,4025,294999,295323,null
THUNDER,Periapt of Lightning,ARTIFACT5,ATTACK,NECKLACE,441,11986,13076,8717,9806,4369,4037,4025,294999,295323,null
SHADOW,Shadow and Lightning Ring,LEGENDARY,MAGIC,RING,183,3737,3861,5148,5390,10407,7355,10411,295189,295365,null
SHADOW,Shadow and Lightning Ring,ARTIFACT1,MAGIC,RING,219,4484,4633,6178,6468,10407,7355,10411,295189,295365,null
SHADOW,Shadow and Lightning Ring,ARTIFACT2,MAGIC,RING,263,5381,5560,7413,7762,10407,7355,10411,295189,295365,null
SHADOW,Shadow and Lightning Ring,ARTIFACT3,MAGIC,RING,316,6458,6672,8896,9314,10407,7355,10411,295189,295365,null
SHADOW,Shadow and Lightning Ring,ARTIFACT4,MAGIC,RING,380,7749,8006,10675,11177,10407,7355,10411,295189,295365,null
SHADOW,Shadow and Lightning Ring,ARTIFACT5,MAGIC,RING,455,9299,9607,12810,13412,10407,7355,10411,295189,295365,null
DEATH,Boots of Thunder Rumble,LEGENDARY,ATTACK,BOOTS,181,4939,5388,3592,4041,6421,5353,4409,295245,295367,null
DEATH,Boots of Thunder Rumble,ARTIFACT1,ATTACK,BOOTS,217,5927,6466,4310,4849,6421,5353,4409,295245,295367,null
DEATH,Boots of Thunder Rumble,ARTIFACT2,ATTACK,BOOTS,261,7112,7759,5172,5819,6421,5353,4409,295245,295367,null
DEATH,Boots of Thunder Rumble,ARTIFACT3,ATTACK,BOOTS,312,8535,9310,6207,6983,6421,5353,4409,295245,295367,null
DEATH,Boots of Thunder Rumble,ARTIFACT4,ATTACK,BOOTS,376,10242,11173,7448,8379,6421,5353,4409,295245,295367,null
DEATH,Boots of Thunder Rumble,ARTIFACT5,ATTACK,BOOTS,450,12290,13407,8938,10055,6421,5353,4409,295245,295367,null
NATURE,Earth's Charge Gloves,LEGENDARY,DEFENSE,GLOVES,181,3592,4939,5388,4041,6469,7131,6437,295209,295325,null
NATURE,Earth's Charge Gloves,ARTIFACT1,DEFENSE,GLOVES,217,4310,5927,6466,4849,6469,7131,6437,295209,295325,null
NATURE,Earth's Charge Gloves,ARTIFACT2,DEFENSE,GLOVES,261,5172,7112,7759,5819,6469,7131,6437,295209,295325,null
NATURE,Earth's Charge Gloves,ARTIFACT3,DEFENSE,GLOVES,312,6207,8535,9310,6983,6469,7131,6437,295209,295325,null
NATURE,Earth's Charge Gloves,ARTIFACT4,DEFENSE,GLOVES,376,7448,10242,11173,8379,6469,7131,6437,295209,295325,null
NATURE,Earth's Charge Gloves,ARTIFACT5,DEFENSE,GLOVES,450,8938,12290,13407,10055,6469,7131,6437,295209,295325,null
LAVA,Weight of Destiny,LEGENDARY,ATTACK,TALISMAN,174,4719,5148,3432,3861,4049,4421,3459,295199,295369,null
LAVA,Weight of Destiny,ARTIFACT1,ATTACK,TALISMAN,209,5663,6178,4118,4633,4049,4421,3459,295199,295369,null
LAVA,Weight of Destiny,ARTIFACT2,ATTACK,TALISMAN,250,6795,7413,4942,5560,4049,4421,3459,295199,295369,null
LAVA,Weight of Destiny,ARTIFACT3,ATTACK,TALISMAN,300,8154,8896,5930,6672,4049,4421,3459,295199,295369,null
LAVA,Weight of Destiny,ARTIFACT4,ATTACK,TALISMAN,362,9785,10675,7117,8006,4049,4421,3459,295199,295369,null
LAVA,Weight of Destiny,ARTIFACT5,ATTACK,TALISMAN,432,11742,12810,8540,9607,4049,4421,3459,295199,295369,null
MYTH,Helm of Lightning Bolts,LEGENDARY,DEFENSE,HELM,181,3574,4914,5361,4021,6445,5329,4369,295227,295363,null
MYTH,Helm of Lightning Bolts,ARTIFACT1,DEFENSE,HELM,217,4289,5897,6433,4825,6445,5329,4369,295227,295363,null
MYTH,Helm of Lightning Bolts,ARTIFACT2,DEFENSE,HELM,261,5147,7076,7720,5790,6445,5329,4369,295227,295363,null
MYTH,Helm of Lightning Bolts,ARTIFACT3,DEFENSE,HELM,312,6176,8491,9264,6948,6445,5329,4369,295227,295363,null
MYTH,Helm of Lightning Bolts,ARTIFACT4,DEFENSE,HELM,376,7411,10190,11117,8338,6445,5329,4369,295227,295363,null
MYTH,Helm of Lightning Bolts,ARTIFACT5,DEFENSE,HELM,450,8893,12228,13340,10006,6445,5329,4369,295227,295363,null
THUNDER,Saxeophone,LEGENDARY,NONE,MAIN_HAND,277,4634,4257,6481,12090,null,null,null,295627,295671,Granny's Blue Broth
THUNDER,Saxeophone,ARTIFACT1,NONE,MAIN_HAND,332,5561,5108,7777,14508,null,null,null,295627,295671,Granny's Blue Broth
THUNDER,Saxeophone,ARTIFACT2,NONE,MAIN_HAND,400,6673,6130,9333,17410,null,null,null,295627,295671,Granny's Blue Broth
THUNDER,Saxeophone,ARTIFACT3,NONE,MAIN_HAND,478,8008,7356,11199,20892,null,null,null,295627,295671,Granny's Blue Broth
THUNDER,Saxeophone,ARTIFACT4,NONE,MAIN_HAND,574,9609,8827,13439,25070,null,null,null,295627,295671,Granny's Blue Broth
THUNDER,Saxeophone,ARTIFACT5,NONE,MAIN_HAND,690,11531,10593,16127,30084,null,null,null,295627,295671,Granny's Blue Broth
THUNDER,Flash of Healing,LEGENDARY,HEALTH,TALISMAN,279,12685,4895,4399,4245,29721,29705,30469,293421,293601,null
THUNDER,Flash of Healing,ARTIFACT1,HEALTH,TALISMAN,335,15222,5874,5279,5094,29721,29705,30469,293421,293601,null
THUNDER,Flash of Healing,ARTIFACT2,HEALTH,TALISMAN,402,18266,7049,6335,6113,29721,29705,30469,293421,293601,null
THUNDER,Flash of Healing,ARTIFACT3,HEALTH,TALISMAN,482,21920,8459,7601,7335,29721,29705,30469,293421,293601,null
THUNDER,Flash of Healing,ARTIFACT4,HEALTH,TALISMAN,579,26304,10150,9122,8802,29721,29705,30469,293421,293601,null
THUNDER,Flash of Healing,ARTIFACT5,HEALTH,TALISMAN,693,31564,12180,10946,10563,29721,29705,30469,293421,293601,null
THUNDER,Charged Guard,LEGENDARY,DEFENSE,NECKLACE,280,4541,4794,12508,4289,29691,29721,29051,293391,293583,null
THUNDER,Charged Guard,ARTIFACT1,DEFENSE,NECKLACE,336,5449,5753,15010,5147,29691,29721,29051,293391,293583,null
THUNDER,Charged Guard,ARTIFACT2,DEFENSE,NECKLACE,403,6539,6903,18012,6176,29691,29721,29051,293391,293583,null
THUNDER,Charged Guard,ARTIFACT3,DEFENSE,NECKLACE,483,7847,8284,21614,7411,29691,29721,29051,293391,293583,null
THUNDER,Charged Guard,ARTIFACT4,DEFENSE,NECKLACE,581,9416,9941,25937,8894,29691,29721,29051,293391,293583,null
THUNDER,Charged Guard,ARTIFACT5,DEFENSE,NECKLACE,697,11299,11929,31124,10672,29691,29721,29051,293391,293583,null
THUNDER,Chain Lightning,LEGENDARY,ATTACK,RING,279,4240,12578,4000,4560,29705,29691,29065,295853,295867,null
THUNDER,Chain Lightning,ARTIFACT1,ATTACK,RING,335,5088,15094,4800,5472,29705,29691,29065,295853,295867,null
THUNDER,Chain Lightning,ARTIFACT2,ATTACK,RING,401,6106,18112,5760,6566,29705,29691,29065,295853,295867,null
THUNDER,Chain Lightning,ARTIFACT3,ATTACK,RING,482,7327,21735,6912,7880,29705,29691,29065,295853,295867,null
THUNDER,Chain Lightning,ARTIFACT4,ATTACK,RING,579,8792,26082,8294,9456,29705,29691,29065,295853,295867,null
THUNDER,Chain Lightning,ARTIFACT5,ATTACK,RING,694,10550,31298,9953,11347,29705,29691,29065,295853,295867,null
THUNDER,Swift Strike,LEGENDARY,NONE,MAIN_HAND,277,6673,9771,5308,5713,null,null,null,293485,293593,Red Headstart
THUNDER,Swift Strike,ARTIFACT1,NONE,MAIN_HAND,333,8008,11725,6370,6856,null,null,null,293485,293593,Red Headstart
THUNDER,Swift Strike,ARTIFACT2,NONE,MAIN_HAND,399,9609,14070,7644,8227,null,null,null,293485,293593,Red Headstart
THUNDER,Swift Strike,ARTIFACT3,NONE,MAIN_HAND,478,11531,16884,9172,9872,null,null,null,293485,293593,Red Headstart
THUNDER,Swift Strike,ARTIFACT4,NONE,MAIN_HAND,574,13837,20261,11007,11846,null,null,null,293485,293593,Red Headstart
THUNDER,Swift Strike,ARTIFACT5,NONE,MAIN_HAND,689,16605,24313,13208,14216,null,null,null,293485,293593,Red Headstart
THUNDER,Striking Bolt,LEGENDARY,NONE,OFF_HAND,275,5324,5544,6680,9712,null,null,null,293503,293595,Indigo Flame
THUNDER,Striking Bolt,ARTIFACT1,NONE,OFF_HAND,330,6389,6653,8016,11654,null,null,null,293503,293595,Indigo Flame
THUNDER,Striking Bolt,ARTIFACT2,NONE,OFF_HAND,396,7667,7983,9619,13985,null,null,null,293503,293595,Indigo Flame
THUNDER,Striking Bolt,ARTIFACT3,NONE,OFF_HAND,475,9200,9580,11543,16782,null,null,null,293503,293595,Indigo Flame
THUNDER,Striking Bolt,ARTIFACT4,NONE,OFF_HAND,570,11040,11496,13852,20139,null,null,null,293503,293595,Indigo Flame
THUNDER,Striking Bolt,ARTIFACT5,NONE,OFF_HAND,684,13248,13795,16622,24167,null,null,null,293503,293595,Indigo Flame
ABYSS,Gift of the Abyss,LEGENDARY,MAGIC,RING,181,3592,4041,4939,5388,6429,5337,4041,298589,298739,null
ABYSS,Gift of the Abyss,ARTIFACT1,MAGIC,RING,217,4310,4849,5927,6466,6429,5337,4041,298589,298739,null
ABYSS,Gift of the Abyss,ARTIFACT2,MAGIC,RING,261,5172,5819,7112,7759,6429,5337,4041,298589,298739,null
ABYSS,Gift of the Abyss,ARTIFACT3,MAGIC,RING,312,6207,6983,8535,9310,6429,5337,4041,298589,298739,null
ABYSS,Gift of the Abyss,ARTIFACT4,MAGIC,RING,376,7448,8379,10242,11173,6429,5337,4041,298589,298739,null
ABYSS,Gift of the Abyss,ARTIFACT5,MAGIC,RING,450,8938,10055,12290,13407,6429,5337,4041,298589,298739,null
SACRED,Periapt of the Chosen,LEGENDARY,MAGIC,NECKLACE,184,3743,4141,4910,5478,10467,7355,7135,298429,298703,null
SACRED,Periapt of the Chosen,ARTIFACT1,MAGIC,NECKLACE,221,4492,4969,5892,6574,10467,7355,7135,298429,298703,null
SACRED,Periapt of the Chosen,ARTIFACT2,MAGIC,NECKLACE,265,5390,5963,7070,7888,10467,7355,7135,298429,298703,null
SACRED,Periapt of the Chosen,ARTIFACT3,MAGIC,NECKLACE,318,6468,7156,8484,9466,10467,7355,7135,298429,298703,null
SACRED,Periapt of the Chosen,ARTIFACT4,MAGIC,NECKLACE,382,7761,8587,10181,11359,10467,7355,7135,298429,298703,null
SACRED,Periapt of the Chosen,ARTIFACT5,MAGIC,NECKLACE,458,9314,10304,12218,13631,10467,7355,7135,298429,298703,null
VENOM,Hold of Poison,LEGENDARY,ATTACK,GLOVES,183,4861,5544,3528,4175,10447,6465,7163,298599,298705,null
VENOM,Hold of Poison,ARTIFACT1,ATTACK,GLOVES,219,5833,6653,4234,5010,10447,6465,7163,298599,298705,null
VENOM,Hold of Poison,ARTIFACT2,ATTACK,GLOVES,264,7000,7983,5080,6012,10447,6465,7163,298599,298705,null
VENOM,Hold of Poison,ARTIFACT3,ATTACK,GLOVES,317,8400,9580,6096,7214,10447,6465,7163,298599,298705,null
VENOM,Hold of Poison,ARTIFACT4,ATTACK,GLOVES,380,10080,11496,7316,8657,10447,6465,7163,298599,298705,null
VENOM,Hold of Poison,ARTIFACT5,ATTACK,GLOVES,456,12096,13795,8779,10389,10447,6465,7163,298599,298705,null
ICE,Stompers of Cold,LEGENDARY,ATTACK,BOOTS,177,4817,5255,3503,3941,4397,4389,4013,298635,298741,null
ICE,Stompers of Cold,ARTIFACT1,ATTACK,BOOTS,213,5780,6306,4204,4729,4397,4389,4013,298635,298741,null
ICE,Stompers of Cold,ARTIFACT2,ATTACK,BOOTS,255,6936,7567,5044,5675,4397,4389,4013,298635,298741,null
ICE,Stompers of Cold,ARTIFACT3,ATTACK,BOOTS,306,8324,9081,6053,6810,4397,4389,4013,298635,298741,null
ICE,Stompers of Cold,ARTIFACT4,ATTACK,BOOTS,368,9989,10897,7264,8172,4397,4389,4013,298635,298741,null
ICE,Stompers of Cold,ARTIFACT5,ATTACK,BOOTS,441,11986,13076,8717,9806,4397,4389,4013,298635,298741,null
DRAGON,Dragon Crystal,LEGENDARY,ATTACK,TALISMAN,174,4719,5148,3432,3861,4049,4421,3459,299049,299075,null
DRAGON,Dragon Crystal,ARTIFACT1,ATTACK,TALISMAN,209,5663,6178,4118,4633,4049,4421,3459,299049,299075,null
DRAGON,Dragon Crystal,ARTIFACT2,ATTACK,TALISMAN,250,6795,7413,4942,5560,4049,4421,3459,299049,299075,null
DRAGON,Dragon Crystal,ARTIFACT3,ATTACK,TALISMAN,300,8154,8896,5930,6672,4049,4421,3459,299049,299075,null
DRAGON,Dragon Crystal,ARTIFACT4,ATTACK,TALISMAN,362,9785,10675,7117,8006,4049,4421,3459,299049,299075,null
DRAGON,Dragon Crystal,ARTIFACT5,ATTACK,TALISMAN,432,11742,12810,8540,9607,4049,4421,3459,299049,299075,null
BEAST,Bull Guard,LEGENDARY,DEFENSE,HELM,183,3711,5064,5319,4059,10439,7351,7143,298617,298737,null
BEAST,Bull Guard,ARTIFACT1,DEFENSE,HELM,219,4453,6077,6383,4871,10439,7351,7143,298617,298737,null
BEAST,Bull Guard,ARTIFACT2,DEFENSE,HELM,263,5344,7292,7659,5845,10439,7351,7143,298617,298737,null
BEAST,Bull Guard,ARTIFACT3,DEFENSE,HELM,316,6413,8751,9191,7014,10439,7351,7143,298617,298737,null
BEAST,Bull Guard,ARTIFACT4,DEFENSE,HELM,380,7695,10501,11029,8417,10439,7351,7143,298617,298737,null
BEAST,Bull Guard,ARTIFACT5,DEFENSE,HELM,455,9234,12601,13235,10100,10439,7351,7143,298617,298737,null
ABYSS,Raider's Guard,LEGENDARY,ATTACK,HELM,280,6698,10090,5473,5600,30313,30299,29349,297649,297775,null
ABYSS,Raider's Guard,ARTIFACT1,ATTACK,HELM,336,8038,12108,6568,6720,30313,30299,29349,297649,297775,null
ABYSS,Raider's Guard,ARTIFACT2,ATTACK,HELM,403,9645,14530,7881,8064,30313,30299,29349,297649,297775,null
ABYSS,Raider's Guard,ARTIFACT3,ATTACK,HELM,485,11574,17436,9457,9677,30313,30299,29349,297649,297775,null
ABYSS,Raider's Guard,ARTIFACT4,ATTACK,HELM,580,13889,20923,11349,11612,30313,30299,29349,297649,297775,null
ABYSS,Raider's Guard,ARTIFACT5,ATTACK,HELM,696,16667,25107,13619,13935,30313,30299,29349,297649,297775,null
ABYSS,Abyssal Raider Armor,LEGENDARY,DEFENSE,CHEST,279,5324,6633,9970,5748,30285,30269,29409,297613,297771,null
ABYSS,Abyssal Raider Armor,ARTIFACT1,DEFENSE,CHEST,335,6389,7960,11964,6898,30285,30269,29409,297613,297771,null
ABYSS,Abyssal Raider Armor,ARTIFACT2,DEFENSE,CHEST,402,7667,9552,14357,8277,30285,30269,29409,297613,297771,null
ABYSS,Abyssal Raider Armor,ARTIFACT3,DEFENSE,CHEST,482,9200,11462,17228,9933,30285,30269,29409,297613,297771,null
ABYSS,Abyssal Raider Armor,ARTIFACT4,DEFENSE,CHEST,578,11040,13754,20674,11919,30285,30269,29409,297613,297771,null
ABYSS,Abyssal Raider Armor,ARTIFACT5,DEFENSE,CHEST,694,13248,16505,24809,14303,30285,30269,29409,297613,297771,null
ABYSS,Reachers of the North,LEGENDARY,MAGIC,GLOVES,278,5378,5583,6586,9949,30299,30221,29333,297631,297773,null
ABYSS,Reachers of the North,ARTIFACT1,MAGIC,GLOVES,333,6454,6700,7903,11939,30299,30221,29333,297631,297773,null
ABYSS,Reachers of the North,ARTIFACT2,MAGIC,GLOVES,400,7744,8040,9484,14327,30299,30221,29333,297631,297773,null
ABYSS,Reachers of the North,ARTIFACT3,MAGIC,GLOVES,481,9293,9647,11381,17192,30299,30221,29333,297631,297773,null
ABYSS,Reachers of the North,ARTIFACT4,MAGIC,GLOVES,576,11152,11577,13657,20630,30299,30221,29333,297631,297773,null
ABYSS,Reachers of the North,ARTIFACT5,MAGIC,GLOVES,691,13382,13892,16388,24756,30299,30221,29333,297631,297773,null
ABYSS,Boots of the Voyager,LEGENDARY,ATTACK,BOOTS,280,6600,10000,5488,5771,30313,30237,29395,297703,297785,null
ABYSS,Boots of the Voyager,ARTIFACT1,ATTACK,BOOTS,336,7920,12000,6586,6925,30313,30237,29395,297703,297785,null
ABYSS,Boots of the Voyager,ARTIFACT2,ATTACK,BOOTS,404,9504,14400,7903,8310,30313,30237,29395,297703,297785,null
ABYSS,Boots of the Voyager,ARTIFACT3,ATTACK,BOOTS,484,11405,17280,9483,9972,30313,30237,29395,297703,297785,null
ABYSS,Boots of the Voyager,ARTIFACT4,ATTACK,BOOTS,580,13686,20736,11380,11967,30313,30237,29395,297703,297785,null
ABYSS,Boots of the Voyager,ARTIFACT5,ATTACK,BOOTS,696,16423,24883,13656,14360,30313,30237,29395,297703,297785,null
